chamber,congress,year,party.mean.diff.d1,prop.moderate.d1,prop.moderate.dem.d1,prop.moderate.rep.d1,overlap,chamber.mean.d1,chamber.mean.d2,dem.mean.d1,dem.mean.d2,rep.mean.d1,rep.mean.d2,north.rep.mean.d1,north.rep.mean.d2,south.rep.mean.d1,south.rep.mean.d2,north.dem.mean.d1,north.dem.mean.d2,south.dem.mean.d1,south.dem.mean.d2
House,56,1899,0.8017018292133482,0.11170212765957446,0.1952662721893491,0.015228426395939087,0,0.058050531914893615,-0.009930851063829788,-0.3644378698224852,-0.04897633136094674,0.43726395939086293,-0.00967005076142132,0.43936507936507935,-0.010582010582010581,0.387625,0.011875000000000007,-0.2881625,-0.09695,-0.433,-0.005853932584269666
House,57,1901,0.8162580703883495,0.06720430107526881,0.13125,0.009708737864077669,0,0.0850752688172043,-0.01228763440860215,-0.36856875,0.01243125,0.4476893203883495,-0.045150485436893206,0.44806965174129354,-0.03954228855721393,0.4324,-0.2706,-0.2907205882352941,0.004941176470588236,-0.4261086956521739,0.017967391304347824
House,58,1903,0.8135391886151232,0.07124681933842239,0.1534090909090909,0.004672897196261682,0,0.08638676844783715,-0.027119592875318066,-0.3638522727272727,-0.039823863636363636,0.4496869158878505,-0.006098130841121495,0.44944075829383884,-0.005246445497630331,0.46699999999999997,-0.066,-0.30206410256410254,-0.11233333333333333,-0.41303061224489795,0.017887755102040815
House,59,1905,0.8245128140562923,0.037783375314861464,0.09420289855072464,0.007722007722007722,0,0.1581309823677582,-0.03679093198992443,-0.37977536231884057,-0.03878985507246377,0.4447374517374517,-0.03572586872586873,0.44487450980392157,-0.03262745098039216,0.436,-0.23325,-0.308275,-0.181225,-0.4089591836734694,0.019346938775510202
House,60,1907,0.7987012422360249,0.06516290726817042,0.13095238095238096,0.017391304347826087,0,0.10247368421052631,-0.02580701754385965,-0.3602142857142857,-0.05423809523809524,0.43848695652173914,-0.0019086956521739138,0.43935874439461886,-0.003856502242152467,0.4107142857142857,0.06014285714285714,-0.3039852941176471,-0.1146764705882353,-0.39845,-0.013140000000000002
House,61,1909,0.7793529115707887,0.09226932668329177,0.1564245810055866,0.04054054054054054,0.004987531172069825,0.07880299251870325,-0.02754613466334165,-0.352659217877095,-0.017905027932960896,0.4266936936936937,-0.03531981981981982,0.42877830188679245,-0.032504716981132074,0.3825,-0.095,-0.28587654320987654,-0.07297530864197531,-0.40785714285714286,0.02761224489795918
House,62,1911,0.7390068159688412,0.1715686274509804,0.2616033755274262,0.03550295857988166,0,-0.017063725490196077,-0.006115196078431374,-0.32546835443037975,-0.03870464135021097,0.4135384615384615,0.030633136094674555,0.4145548780487805,0.02677439024390244,0.3802,0.1572,-0.2642058823529412,-0.1353529411764706,-0.40796039603960393,0.09143564356435643
House,63,1913,0.7116582165727767,0.2516703786191537,0.3388704318936877,0.050724637681159424,0,-0.076456570155902,-0.006877505567928729,-0.30801328903654485,-0.04552491694352159,0.4036449275362319,0.049318840579710144,0.4045263157894737,0.045263157894736845,0.3802,0.1572,-0.24853968253968253,-0.17061904761904761,-0.408375,0.16557142857142856
House,64,1915,0.7236305982905983,0.18510158013544017,0.3034188034188034,0.035,0,0.02279683972911964,0.025979683972911966,-0.3137905982905983,0.0823974358974359,0.40984,-0.044395,0.4111179487179487,-0.05156923076923077,0.36,0.2354,-0.24734146341463414,-0.07990243902439025,-0.38742342342342345,0.2622432432432432
House,65,1917,0.7156892476332835,0.18722466960352424,0.3244444444444444,0.03139013452914798,0,0.04923568281938326,0.048775330396475775,-0.3076488888888889,0.11936444444444445,0.4080403587443946,-0.030161434977578474,0.4089447004608295,-0.037548387096774195,0.37533333333333335,0.237,-0.2548086956521739,-0.06874782608695652,-0.3628909090909091,0.3160272727272727
House,66,1919,0.7153480392156863,0.15384615384615385,0.27941176470588236,0.04032258064516129,0,0.08141978021978022,0.060019780219780224,-0.31084803921568627,0.12004411764705883,0.4045,0.0018629032258064514,0.40618333333333334,-0.007216666666666666,0.354,0.27425,-0.28098863636363636,-0.21618181818181817,-0.3335,0.37511206896551724
House,67,1921,0.7041521040123025,0.15077605321507762,0.2898550724637681,0.08681672025723473,0.004454342984409799,0.1782771618625277,0.102490022172949,-0.3096086956521739,0.3182536231884058,0.39454340836012863,0.005961414790996784,0.39698666666666665,0.0019599999999999995,0.32790909090909093,0.11509090909090909,-0.31903333333333334,-0.23496666666666666,-0.30699074074074073,0.4719259259259259
House,68,1923,0.6956949427424299,0.23178807947019867,0.41013824884792627,0.055793991416309016,0.006666666666666667,0.0722384105960265,0.14981015452538632,-0.28855760368663597,0.2430599078341014,0.40713733905579397,0.0536824034334764,0.40875438596491226,0.04974561403508772,0.33340000000000003,0.23320000000000002,-0.27800970873786407,-0.023106796116504857,-0.2980877192982456,0.48354385964912283
House,69,1925,0.6752149189189189,0.24545454545454545,0.43783783783783786,0.088,0.09885057471264368,0.10769772727272728,0.15247272727272726,-0.28051891891891895,0.32904864864864863,0.394696,0.008624,0.39739344262295084,0.004655737704918033,0.285,0.17,-0.2942077922077922,0.004454545454545456,-0.27075925925925926,0.5604722222222223
House,70,1927,0.6683822876063541,0.27149321266968324,0.4393939393939394,0.12448132780082988,0.10250569476082004,0.08096153846153846,0.15477149321266967,-0.285979797979798,0.309010101010101,0.38240248962655604,0.019983402489626555,0.38375,0.014203389830508475,0.3188,0.2928,-0.3130909090909091,-0.04454545454545455,-0.2642909090909091,0.5918545454545454
House,71,1929,0.6525232152918345,0.2721238938053097,0.4508670520231214,0.1552346570397112,0.09333333333333334,0.11742699115044247,0.12463274336283185,-0.28365317919075145,0.29816184971098264,0.36887003610108304,0.014635379061371842,0.37161776061776064,-0.004725868725868726,0.3293333333333333,0.2932222222222222,-0.3332432432432432,-0.1289054054054054,-0.24658585858585857,0.6173838383838384
House,72,1931,0.6160244588744589,0.3561946902654867,0.5021645021645021,0.2,0.37250554323725055,0.044311946902654865,0.14727654867256637,-0.2556926406926407,0.3235974025974026,0.3603318181818182,-0.03587272727272727,0.3607906976744186,-0.042348837209302326,0.3406,0.2426,-0.29418260869565216,-0.00862608695652174,-0.2175344827586207,0.6529568965517242
House,73,1933,0.5825792443064182,0.4608501118568233,0.5248447204968945,0.26666666666666666,0.45701357466063347,-0.09108501118568232,0.09556599552572707,-0.25148757763975155,0.2152639751552795,0.3310916666666667,-0.24065,0.3310916666666667,-0.24065,NA,NA,-0.2943268292682927,-0.05758048780487805,-0.17642735042735042,0.6933247863247863
House,74,1935,0.5606969855832241,0.4751131221719457,0.5229357798165137,0.3047619047619048,0.6412037037037037,-0.11886425339366516,0.0633212669683258,-0.2556207951070336,0.18163302752293578,0.3050761904761905,-0.27012380952380954,0.3051826923076923,-0.27390384615384616,0.294,0.123,-0.30092056074766355,-0.0871822429906542,-0.16983185840707965,0.690716814159292
House,75,1937,0.5695082226438963,0.4798206278026906,0.5264705882352941,0.3118279569892473,0.24249422632794457,-0.13557847533632286,0.07609865470852017,-0.2559705882352941,0.1692,0.31353763440860216,-0.1773010752688172,0.31375000000000003,-0.18056521739130435,0.294,0.123,-0.30659734513274334,-0.10482300884955752,-0.15560526315789475,0.7124385964912281
House,76,1939,0.5572874634728567,0.4747252747252747,0.5531135531135531,0.3539325842696629,0.21507760532150777,-0.030863736263736265,0.0612021978021978,-0.24912454212454213,0.2743809523809524,0.30816292134831463,-0.2498932584269663,0.30824293785310736,-0.252,0.294,0.123,-0.3193018867924528,-0.06980503144654088,-0.1512456140350877,0.7544298245614035
House,77,1941,0.5705085403726708,0.4622222222222222,0.5289855072463768,0.35119047619047616,0.21171171171171171,-0.044075555555555555,0.06526666666666667,-0.2575978260869565,0.2623876811594203,0.31291071428571426,-0.24004166666666665,0.3123012048192771,-0.2466024096385542,0.3635,0.3045,-0.3327361963190184,-0.10101840490797546,-0.14921238938053097,0.7865929203539823
House,78,1943,0.5502947448897473,0.4577777777777778,0.5526315789473685,0.3532110091743119,0.21300448430493274,0.01917111111111111,0.04277555555555555,-0.24857456140350878,0.36193859649122806,0.3017201834862385,-0.28126146788990825,0.3006093023255814,-0.2889860465116279,0.3813333333333333,0.2723333333333333,-0.3594695652173913,-0.060356521739130434,-0.13571681415929204,0.79170796460177
House,79,1945,0.5680604102564102,0.43847874720357943,0.492,0.36923076923076925,0.20898876404494382,-0.01662192393736018,0.07987248322147651,-0.264604,0.3379,0.30345641025641024,-0.24404615384615386,0.30140104166666665,-0.25272916666666667,0.435,0.31166666666666665,-0.3686029411764706,-0.04815441176470588,-0.14053508771929824,0.7984561403508772
House,80,1947,0.5226686157858278,0.48552338530066813,0.5515463917525774,0.43873517786561267,0.2371364653243848,0.0550913140311804,0.03237416481069042,-0.23732474226804123,0.48745876288659795,0.28534387351778656,-0.3126600790513834,0.28542510121457493,-0.31919028340080974,0.282,-0.043833333333333335,-0.3661807228915663,0.033385542168674696,-0.14097297297297298,0.8269909909909909
House,81,1949,0.552574970207695,0.41797752808988764,0.41198501872659177,0.4318181818181818,0.22121896162528218,-0.05810786516853932,0.1116876404494382,-0.2755692883895131,0.357876404494382,0.2770056818181818,-0.25428409090909093,0.2775722543352601,-0.2573294797687861,0.24433333333333332,-0.07866666666666666,-0.3714903225806452,0.015632258064516128,-0.14282142857142857,0.8315178571428571
House,82,1951,0.5423526570048309,0.43080357142857145,0.44166666666666665,0.41545893719806765,0.19910514541387025,-0.011488839285714285,0.10757142857142857,-0.2623333333333333,0.421,0.28001932367149757,-0.25518357487922705,0.2789014778325123,-0.25985221674876846,0.33675,-0.018250000000000002,-0.36836153846153846,0.06906153846153847,-0.13702727272727272,0.8369272727272727
House,83,1953,0.5310016943549054,0.4399092970521542,0.47706422018348627,0.4009009009009009,0.32272727272727275,0.014195011337868482,0.11112471655328798,-0.2533440366972477,0.4754816513761468,0.27765765765765765,-0.24605405405405406,0.2794372093023256,-0.25724186046511627,0.223,0.09757142857142857,-0.37764864864864867,0.11327027027027027,-0.12439252336448599,0.8512336448598131
House,84,1955,0.5563491038675191,0.4178082191780822,0.4085106382978723,0.42857142857142855,0.2511415525114155,-0.021246575342465754,0.13404794520547944,-0.27909787234042555,0.43966382978723406,0.2772512315270936,-0.219743842364532,0.27731794871794874,-0.23557948717948718,0.275625,0.16625,-0.3914469696969697,0.11902272727272728,-0.13511650485436894,0.8505825242718447
House,85,1957,0.5509997549019607,0.42792792792792794,0.4,0.46078431372549017,0.17117117117117117,-0.029617117117117116,0.1364481981981982,-0.2827791666666667,0.4623291666666667,0.2682205882352941,-0.24694117647058825,0.2679183673469388,-0.2638061224489796,0.275625,0.16625,-0.39155882352941174,0.1610735294117647,-0.14052884615384614,0.8562788461538462
House,86,1959,0.562427738927739,0.4153498871331828,0.3776223776223776,0.4807692307692308,0.18778280542986425,-0.09696162528216705,0.1895079006772009,-0.2957097902097902,0.4146048951048951,0.26671794871794874,-0.2283653846153846,0.26524161073825503,-0.2498724832214765,0.29814285714285715,0.22942857142857143,-0.38551648351648354,0.17056593406593407,-0.1385480769230769,0.8416730769230769
House,87,1961,0.5396550324675324,0.44766146993318484,0.40293040293040294,0.5170454545454546,0.20489977728285078,-0.06575055679287305,0.16889532293986637,-0.2772857142857143,0.4203076923076923,0.2623693181818182,-0.22107954545454545,0.260887573964497,-0.2397396449704142,0.29814285714285715,0.22942857142857143,-0.3711963190184049,0.1318159509202454,-0.13812727272727274,0.8478
House,88,1963,0.5480623761123529,0.4198645598194131,0.366412213740458,0.4972375690607735,0.1986455981941309,-0.0681196388261851,0.13889164785553046,-0.29204580152671755,0.38387786259541984,0.25601657458563537,-0.2157292817679558,0.253,-0.24382352941176472,0.30263636363636365,0.21845454545454546,-0.3829444444444444,0.11346296296296296,-0.14479,0.82195
House,89,1965,0.5465892944265037,0.3918918918918919,0.32558139534883723,0.5314685314685315,0.2905405405405405,-0.12472297297297297,0.14047522522522524,-0.3007641196013289,0.3066976744186046,0.24582517482517482,-0.2094055944055944,0.2411171875,-0.2659140625,0.28600000000000003,0.2728,-0.376490099009901,0.06173762376237624,-0.14625252525252525,0.8065151515151515
House,90,1967,0.538546455026455,0.4214123006833713,0.332,0.5396825396825397,0.46924829157175396,-0.06366287015945331,0.09802277904328018,-0.29552,0.317728,0.24302645502645503,-0.1925925925925926,0.23947560975609755,-0.25328048780487805,0.26632,0.20552,-0.3860674846625767,0.055914110429447855,-0.1258735632183908,0.8082528735632184
House,91,1969,0.5643911155778895,0.4053452115812918,0.3,0.5376884422110553,0.4521158129175947,-0.05962583518930958,0.08241202672605791,-0.309768,0.289128,0.25462311557788947,-0.1772814070351759,0.25253488372093025,-0.23536627906976745,0.2679259259259259,0.19274074074074074,-0.39335928143712573,0.0432874251497006,-0.14157831325301204,0.7837710843373494
House,92,1971,0.5649482625482626,0.4009009009009009,0.3088803088803089,0.5297297297297298,0.4436936936936937,-0.07515315315315316,0.09827027027027027,-0.31054826254826257,0.2947104247104247,0.2544,-0.17674594594594595,0.24817088607594937,-0.24012025316455696,0.29085185185185186,0.19411111111111112,-0.3935174418604651,0.052930232558139535,-0.14651724137931035,0.772712643678161
House,93,1973,0.5844110694183865,0.3755656108597285,0.2804878048780488,0.49743589743589745,0.4331065759637188,-0.06585294117647059,0.06529638009049774,-0.3234674796747968,0.23640650406504066,0.2609435897435897,-0.14995384615384616,0.2534601226993865,-0.20544785276073618,0.2990625,0.13271875,-0.3937090909090909,0.01607878787878788,-0.18038271604938272,0.6852222222222222
House,94,1975,0.5802687074829932,0.35600907029478457,0.2857142857142857,0.4965986394557823,0.4399092970521542,-0.12186621315192744,0.03626984126984127,-0.3152891156462585,0.14188095238095239,0.2649795918367347,-0.17495238095238094,0.2518235294117647,-0.23432773109243699,0.32089285714285715,0.07739285714285714,-0.3730966183574879,-0.06053623188405797,-0.17774712643678162,0.6234942528735632
House,95,1977,0.5730170068027212,0.36507936507936506,0.3129251700680272,0.46938775510204084,0.4444444444444444,-0.11489569160997733,0.01965986394557823,-0.3059013605442177,0.11871768707482994,0.2671156462585034,-0.17845578231292517,0.25732773109243695,-0.24335294117647058,0.3087142857142857,0.09735714285714285,-0.3611400966183575,-0.07125603864734299,-0.1744712643678161,0.5707241379310345
House,96,1979,0.59607183749254,0.34615384615384615,0.31316725978647686,0.40372670807453415,0.4230769230769231,-0.08419909502262443,0.004733031674208144,-0.3013202846975089,0.1096832740213523,0.29475155279503107,-0.1784409937888199,0.2840542635658915,-0.23795348837209301,0.337875,0.061468749999999996,-0.35681909547738694,-0.07039698492462311,-0.16663414634146342,0.5467073170731708
House,97,1981,0.6068927125506073,0.34234234234234234,0.3319838056680162,0.35714285714285715,0.4966139954853273,-0.0329481981981982,-0.036585585585585584,-0.3003927125506073,0.0921255060728745,0.3065,-0.19868367346938776,0.29247435897435897,-0.2539166666666667,0.3612,0.016725,-0.3647398843930636,-0.1066878612716763,-0.14995945945945946,0.5569189189189189
House,98,1983,0.6274297948221205,0.31662870159453305,0.3235294117647059,0.30538922155688625,0.4305239179954442,-0.06310250569476082,-0.03476765375854214,-0.3017830882352941,0.07075,0.3256467065868264,-0.20662874251497007,0.3144961832061069,-0.2614656488549618,0.3662222222222222,-0.007083333333333334,-0.3662994652406417,-0.1262566844919786,-0.15984705882352943,0.504164705882353
House,99,1985,0.6432835335870355,0.3052391799544419,0.31906614785992216,0.2857142857142857,0.0979498861047836,-0.042833712984054674,-0.040113895216400915,-0.3095252918287938,0.08182101167315176,0.33375824175824176,-0.2122967032967033,0.31715942028985505,-0.27807971014492755,0.38581818181818184,-0.005977272727272726,-0.36250279329608937,-0.10817877094972067,-0.18794871794871795,0.5178461538461538
House,100,1987,0.644620239669069,0.3129251700680272,0.3282442748091603,0.2905027932960894,0.09750566893424037,-0.04766439909297052,-0.044113378684807254,-0.30931297709923666,0.08485114503816794,0.3353072625698324,-0.23287709497206704,0.3138832116788321,-0.2953357664233577,0.4051904761904762,-0.02914285714285714,-0.35968681318681317,-0.09364835164835164,-0.1947125,0.49093749999999997
House,101,1989,0.6526488469601677,0.31910112359550563,0.33584905660377357,0.29444444444444445,0.058426966292134834,-0.04904494382022472,-0.05201573033707865,-0.3130377358490566,0.08099245283018867,0.3396111111111111,-0.24783333333333332,0.3220735294117647,-0.31320588235294117,0.39381818181818184,-0.04577272727272727,-0.35982065217391307,-0.09977173913043479,-0.20676543209876544,0.49161728395061727
House,102,1991,0.6589148148148148,0.31519274376417233,0.337037037037037,0.2823529411764706,0.05,-0.06072108843537415,-0.03993877551020408,-0.31421481481481484,0.0803925925925926,0.3447,-0.22894705882352942,0.3229763779527559,-0.2925433070866142,0.40886046511627905,-0.04111627906976744,-0.3590261780104712,-0.08268586387434555,-0.205873417721519,0.47467088607594937
House,103,1993,0.7048583969465649,0.27539503386004516,0.30916030534351147,0.22777777777777777,0.024886877828054297,-0.04797291196388262,-0.03355304740406321,-0.3339083969465649,0.06947328244274809,0.37095,-0.1814888888888889,0.3509767441860465,-0.2634496124031008,0.4214705882352941,0.025823529411764707,-0.3681923076923077,-0.07436813186813186,-0.2559125,0.3967125
House,104,1995,0.757981502607562,0.19775280898876405,0.21153846153846154,0.1864406779661017,0.018018018018018018,0.04020674157303371,-0.03451685393258427,-0.3613798076923077,0.06175480769230769,0.39660169491525427,-0.11782627118644068,0.3746503067484663,-0.18974233128834356,0.4456164383561644,0.04275342465753425,-0.3950810810810811,-0.06977702702702702,-0.27825,0.3862
House,105,1997,0.7771248672710938,0.1554054054054054,0.15566037735849056,0.15584415584415584,0.01805869074492099,0.02837612612612613,-0.02206081081081081,-0.37557075471698115,0.03630188679245283,0.40155411255411255,-0.07399567099567099,0.38171428571428573,-0.138512987012987,0.44123376623376626,0.05503896103896104,-0.398325,-0.05674375,-0.3055576923076923,0.32259615384615387
House,106,1999,0.776897902973396,0.15681818181818183,0.1596244131455399,0.15555555555555556,0.01598173515981735,0.026236363636363638,-0.0073750000000000005,-0.37283568075117374,0.04457276995305164,0.4040622222222222,-0.05725333333333333,0.38410204081632654,-0.12323809523809524,0.4416794871794872,0.0671025641025641,-0.39667901234567904,-0.0422962962962963,-0.2970980392156863,0.32050980392156864
House,107,2001,0.7864204377766848,0.1463963963963964,0.14953271028037382,0.14473684210526316,0.00904977375565611,0.02885810810810811,0.0052499999999999995,-0.37677570093457946,0.04007009345794393,0.4096447368421053,-0.02801315789473684,0.3899109589041096,-0.1031986301369863,0.44478048780487806,0.10585365853658536,-0.3995521472392638,-0.047042944785276077,-0.30398039215686273,0.3184901960784314
House,108,2003,0.792983558108558,0.1340909090909091,0.14423076923076922,0.12554112554112554,0,0.03976363636363636,0.016881818181818182,-0.3761826923076923,0.04807211538461539,0.4168008658008658,-0.009406926406926407,0.3986689189189189,-0.08478378378378379,0.44913253012048193,0.125,-0.40440259740259743,-0.04962987012987013,-0.2957037037037037,0.3267037037037037
House,109,2005,0.8099627921601509,0.1252847380410023,0.12807881773399016,0.12340425531914893,0,0.0461002277904328,0.013284738041002279,-0.38713300492610836,0.03143349753694581,0.4228297872340426,-6.425531914893615e-4,0.39925675675675676,-0.07598648648648648,0.46293103448275863,0.12752873563218392,-0.4055732484076433,-0.045146496815286624,-0.32419565217391305,0.29280434782608694
House,110,2007,0.8079947860481841,0.13808463251670378,0.1728395061728395,0.0970873786407767,0,0.0022984409799554563,0.03776391982182628,-0.3684074074074074,0.04447325102880659,0.4395873786407767,0.029849514563106794,0.41735245901639345,-0.04467213114754098,0.4718809523809524,0.13808333333333334,-0.38661375661375663,-0.028089947089947092,-0.30468518518518517,0.29844444444444446
House,111,2009,0.8054285596453243,0.16741071428571427,0.2339622641509434,0.07103825136612021,0,-0.01990625,0.03614732142857143,-0.34890943396226415,0.03846037735849057,0.45651912568306013,0.032797814207650273,0.4381238095238095,-0.035133333333333336,0.48128205128205126,0.12424358974358975,-0.36419323671497583,-0.024019323671497585,-0.29436206896551725,0.261448275862069
House,112,2011,0.8610696938775511,0.0898876404494382,0.12,0.0653061224489796,0,0.0809370786516854,0.005948314606741573,-0.393135,-0.032225,0.46793469387755104,0.03711020408163265,0.4440805369127517,-0.010751677852348993,0.5049583333333333,0.11139583333333333,-0.4005493827160494,-0.08860493827160494,-0.3615263157894737,0.20813157894736842
House,113,2013,0.8670397058823529,0.09234234234234234,0.12745098039215685,0.0625,0,0.08423873873873874,-0.005824324324324324,-0.3844313725490196,-0.06976960784313725,0.48260833333333336,0.048529166666666665,0.4514776119402985,0.019828358208955225,0.5219622641509434,0.08481132075471698,-0.38579878048780486,-0.11432926829268293,-0.378825,0.112925
House,114,2015,0.8757542671419585,0.08163265306122448,0.09473684210526316,0.07171314741035857,0,0.10343990929705216,-0.007594104308390022,-0.39500526315789475,-0.07702105263157895,0.4807490039840637,0.0449601593625498,0.44624137931034485,0.012855172413793104,0.5279528301886792,0.08887735849056604,-0.39476623376623377,-0.11857142857142858,-0.39602777777777776,0.10072222222222223
House,115,2017,0.879523,0.08,0.105,0.06,0,0.09870888888888889,-0.0012644444444444437,-0.389915,-0.055535,0.489608,0.042152,0.44722222222222224,0.038625,0.547188679245283,0.04694339622641509,-0.3899814814814815,-0.09679012345679013,-0.38963157894736844,0.12034210526315789
House,116,2019,0.8721814102564103,0.0957683741648107,0.15416666666666667,0.028846153846153848,0,0.03459465478841871,0.02580400890868597,-0.37107083333333335,0.0019458333333333341,0.5011105769230769,0.05794230769230769,0.4591217391304348,0.06966086956521739,0.5530322580645162,0.04345161290322581,-0.36820833333333336,-0.043984375,-0.3825208333333333,0.18566666666666667
House,117,2021,0.8833644077624865,0.07912087912087912,0.12931034482758622,0.026905829596412557,0,0.05286373626373626,0.019474725274725276,-0.38008189655172414,-0.02702155172413793,0.5032825112107623,0.06784753363228699,0.46423437500000003,0.09096875,0.5558947368421052,0.036694736842105266,-0.3760983606557377,-0.08354098360655737,-0.3949591836734694,0.18406122448979592
House,118,2023,0.8981442592592592,0.07709750566893424,0.12037037037037036,0.035555555555555556,0,0.06963038548752834,0.01576643990929705,-0.38860648148148147,-0.03272222222222222,0.5095377777777778,0.062315555555555555,0.469128,0.072,0.56005,0.05021,-0.38231976744186047,-0.08309302325581396,-0.4131818181818182,0.16418181818181818
Senate,46,1879,0.7479428571428571,0.16049382716049382,0,0.34285714285714286,0,-0.1245679012345679,-0.07762962962962963,-0.4526,-0.11675555555555556,0.29534285714285713,-0.02717142857142857,0.2963030303030303,-0.07927272727272727,0.27949999999999997,0.8325,-0.4551363636363636,-0.2635909090909091,-0.45017391304347826,0.023695652173913045
Senate,47,1881,0.7635713450292398,0.1411764705882353,0,0.24444444444444444,0,-0.030047058823529413,-0.08092941176470589,-0.4488157894736842,-0.052763157894736845,0.31475555555555557,-0.11304444444444445,0.31634090909090906,-0.13218181818181818,0.245,0.729,-0.4551176470588235,-0.19905882352941176,-0.44371428571428573,0.06566666666666666
Senate,48,1883,0.7604694444444444,0.14102564102564102,0,0.25,0,-0.04270512820512821,-0.13512820512820511,-0.4494444444444444,-0.09166666666666666,0.311025,-0.192675,0.311025,-0.192675,NA,NA,-0.4515,-0.217,-0.4478,0.008600000000000002
Senate,49,1885,0.7438871794871795,0.15476190476190477,0.02564102564102564,0.26666666666666666,0,-0.04730952380952381,-0.1433452380952381,-0.4458205128205128,-0.12566666666666668,0.29806666666666665,-0.15866666666666668,0.3024418604651163,-0.17690697674418604,0.20400000000000001,0.23349999999999999,-0.4304117647058823,-0.2923529411764706,-0.4577272727272727,0.0031363636363636346
Senate,50,1887,0.7474128378378377,0.15584415584415584,0.02702702702702703,0.275,0,-0.07057142857142858,-0.15187012987012988,-0.4588378378378378,-0.12308108108108108,0.28857499999999997,-0.1785,0.2956923076923077,-0.18746153846153846,0.011,0.171,-0.4378125,-0.2438125,-0.47485714285714287,-0.031095238095238096
