"congress","year","icpsr","statecode","district","state","party","occupancy","means","name","pres_matches","pres_votes","pres_there_for","score"
13,1815,5594,14,0,"PENNSYLVANIA",13,1,3,"LEIB  M.",0,0,0,NA
13,1815,6054,4,0,"NEW HAMPSHIRE",1,2,3,"MASON  J.",0,0,0,NA
13,1815,6728,24,0,"OHIO",13,0,3,"MORROW  J.",0,0,0,NA
13,1815,7953,14,0,"PENNSYLVANIA",13,2,3,"ROBERTS",0,0,0,NA
13,1815,7985,6,0,"VERMONT",13,0,3,"ROBINSON",0,0,0,NA
13,1815,8678,52,0,"MARYLAND",13,0,3,"SMITH  S.",0,0,0,NA
13,1815,8977,47,0,"NORTH CAROLINA",13,1,3,"STONE  D.",0,0,0,NA
13,1815,9157,44,0,"GEORGIA",13,0,3,"TAIT  C.",0,0,0,NA
13,1815,9159,51,0,"KENTUCKY",13,2,3,"TALBOT",0,0,0,NA
13,1815,9216,48,0,"SOUTH CAROLINA",13,0,3,"TAYLOR  J.",0,0,0,NA
13,1815,9341,4,0,"NEW HAMPSHIRE",1,2,3,"THOMPSON",0,0,0,NA
13,1815,9517,47,0,"NORTH CAROLINA",13,0,3,"TURNER  J.",0,0,0,NA
13,1815,9650,3,0,"MASSACHUSETTS",13,0,3,"VARNUM  J.",0,0,0,NA
13,1815,9741,51,0,"KENTUCKY",13,2,5,"WALKER  G.",0,0,0,NA
13,1815,9947,11,0,"DELAWARE",1,0,3,"WELLS  W.H.",0,0,0,NA
13,1815,9979,54,0,"TENNESSEE",13,2,5,"WHARTON  J.",0,0,0,NA
13,1815,10379,24,0,"OHIO",13,1,3,"WORTHINGTON",0,0,0,NA
13,1815,99872,99,0,"USA",13,NA,NA,"MADISON",0,0,0,NA
14,1815,271,3,0,"MASSACHUSETTS",1,2,3,"ASHMUN  E.",0,0,0,NA
14,1815,420,40,0,"VIRGINIA",13,0,3,"BARBOUR  J.",0,0,0,NA
14,1815,478,51,0,"KENTUCKY",13,1,3,"BARRY  W.T.",0,0,0,NA
14,1815,686,44,0,"GEORGIA",13,1,3,"BIBB  W.W.",0,0,0,NA
14,1815,1111,45,0,"LOUISIANA",13,0,3,"BROWN  J.",0,0,0,NA
14,1815,1448,54,0,"TENNESSEE",13,0,3,"CAMPBELL",0,0,0,NA
14,1815,1665,6,0,"VERMONT",13,0,3,"CHASE  D.",0,0,0,NA
14,1815,1974,12,0,"NEW JERSEY",13,0,3,"CONDIT  J.",0,0,0,NA
14,1815,2296,1,0,"CONNECTICUT",1,0,3,"DAGGETT  D.",0,0,0,NA
14,1815,2316,1,0,"CONNECTICUT",1,0,3,"DANA  S.W.",0,0,0,NA
14,1815,3377,45,0,"LOUISIANA",13,0,3,"FROMENTIN",0,0,0,NA
14,1815,3423,48,0,"SOUTH CAROLINA",13,0,3,"GAILLARD",0,0,0,NA
14,1815,3655,52,0,"MARYLAND",1,0,3,"GOLDSBOROUG",0,0,0,NA
14,1815,3705,3,0,"MASSACHUSETTS",1,1,3,"GORE  C.",0,0,0,NA
14,1815,4044,52,0,"MARYLAND",1,2,3,"HANSON",0,0,0,NA
14,1815,4054,51,0,"KENTUCKY",1,2,5,"HARDIN  M.",0,0,0,NA
14,1815,4090,52,0,"MARYLAND",1,1,3,"HARPER  R.",0,0,0,NA
14,1815,4586,11,0,"DELAWARE",1,0,3,"HORSEY  O.",0,0,0,NA
14,1815,4651,5,0,"RHODE ISLAND",13,0,3,"HOWELL  J.",0,0,0,NA
14,1815,4762,5,0,"RHODE ISLAND",1,0,3,"HUNTER  W.",0,0,0,NA
14,1815,5270,13,0,"NEW YORK",1,0,3,"KING  R.",0,0,0,NA
14,1815,5392,14,0,"PENNSYLVANIA",13,0,3,"LACOCK  A.",0,0,0,NA
14,1815,5895,47,0,"NORTH CAROLINA",13,2,3,"MACON",0,0,0,NA
14,1815,6050,40,0,"VIRGINIA",13,0,3,"MASON  A.T.",0,0,0,NA
14,1815,6054,4,0,"NEW HAMPSHIRE",1,0,3,"MASON  J.",0,0,0,NA
14,1815,6728,24,0,"OHIO",13,0,3,"MORROW  J.",0,0,0,NA
14,1815,6941,22,0,"INDIANA",13,0,3,"NOBLE  J.",0,0,0,NA
14,1815,7953,14,0,"PENNSYLVANIA",13,0,3,"ROBERTS  J.",0,0,0,NA
14,1815,8107,24,0,"OHIO",13,0,3,"RUGGLES  B.",0,0,0,NA
14,1815,8211,13,0,"NEW YORK",13,0,3,"SANFORD  N.",0,0,0,NA
14,1815,8694,48,0,"SOUTH CAROLINA",13,2,3,"SMITH  W.",0,0,0,NA
14,1815,8971,47,0,"NORTH CAROLINA",13,2,3,"STOKES  M.",0,0,0,NA
14,1815,9157,44,0,"GEORGIA",13,0,3,"TAIT  C.",0,0,0,NA
14,1815,9159,51,0,"KENTUCKY",13,0,3,"TALBOT  I.",0,0,0,NA
14,1815,9216,48,0,"SOUTH CAROLINA",13,1,3,"TAYLOR  J.",0,0,0,NA
14,1815,9233,22,0,"INDIANA",13,0,3,"TAYLOR  W.",0,0,0,NA
14,1815,9341,4,0,"NEW HAMPSHIRE",1,0,3,"THOMPSON",0,0,0,NA
14,1815,9378,6,0,"VERMONT",1,0,3,"TICHENOR",0,0,0,NA
14,1815,9482,44,0,"GEORGIA",13,2,3,"TROUP  G.M.",0,0,0,NA
14,1815,9517,47,0,"NORTH CAROLINA",13,1,3,"TURNER  J.",0,0,0,NA
14,1815,9650,3,0,"MASSACHUSETTS",13,0,3,"VARNUM  J.",0,0,0,NA
14,1815,9947,11,0,"DELAWARE",1,0,3,"WELLS  W.H.",0,0,0,NA
14,1815,10160,54,0,"TENNESSEE",13,2,3,"WILLIAMS",0,0,0,NA
14,1815,10235,12,0,"NEW JERSEY",13,0,3,"WILSON  J.",0,0,0,NA
14,1815,99872,99,0,"USA",13,NA,NA,"MADISON",0,0,0,NA
14,1816,271,3,0,"MASSACHUSETTS",1,2,3,"ASHMUN  E.",0,0,0,NA
14,1816,420,40,0,"VIRGINIA",13,0,3,"BARBOUR  J.",0,0,0,NA
14,1816,478,51,0,"KENTUCKY",13,1,3,"BARRY  W.T.",0,0,0,NA
14,1816,686,44,0,"GEORGIA",13,1,3,"BIBB  W.W.",0,0,0,NA
14,1816,1111,45,0,"LOUISIANA",13,0,3,"BROWN  J.",0,0,0,NA
14,1816,1448,54,0,"TENNESSEE",13,0,3,"CAMPBELL",0,0,0,NA
14,1816,1665,6,0,"VERMONT",13,0,3,"CHASE  D.",0,0,0,NA
14,1816,1974,12,0,"NEW JERSEY",13,0,3,"CONDIT  J.",0,0,0,NA
14,1816,2296,1,0,"CONNECTICUT",1,0,3,"DAGGETT  D.",0,0,0,NA
14,1816,2316,1,0,"CONNECTICUT",1,0,3,"DANA  S.W.",0,0,0,NA
14,1816,3377,45,0,"LOUISIANA",13,0,3,"FROMENTIN",0,0,0,NA
14,1816,3423,48,0,"SOUTH CAROLINA",13,0,3,"GAILLARD",0,0,0,NA
14,1816,3655,52,0,"MARYLAND",1,0,3,"GOLDSBOROUG",0,0,0,NA
14,1816,3705,3,0,"MASSACHUSETTS",1,1,3,"GORE  C.",0,0,0,NA
14,1816,4044,52,0,"MARYLAND",1,2,3,"HANSON",0,0,0,NA
14,1816,4054,51,0,"KENTUCKY",1,2,5,"HARDIN  M.",0,0,0,NA
14,1816,4090,52,0,"MARYLAND",1,1,3,"HARPER  R.",0,0,0,NA
14,1816,4586,11,0,"DELAWARE",1,0,3,"HORSEY  O.",0,0,0,NA
14,1816,4651,5,0,"RHODE ISLAND",13,0,3,"HOWELL  J.",0,0,0,NA
14,1816,4762,5,0,"RHODE ISLAND",1,0,3,"HUNTER  W.",0,0,0,NA
14,1816,5270,13,0,"NEW YORK",1,0,3,"KING  R.",0,0,0,NA
14,1816,5392,14,0,"PENNSYLVANIA",13,0,3,"LACOCK  A.",0,0,0,NA
14,1816,5895,47,0,"NORTH CAROLINA",13,2,3,"MACON",0,0,0,NA
14,1816,6050,40,0,"VIRGINIA",13,0,3,"MASON  A.T.",0,0,0,NA
14,1816,6054,4,0,"NEW HAMPSHIRE",1,0,3,"MASON  J.",0,0,0,NA
14,1816,6728,24,0,"OHIO",13,0,3,"MORROW  J.",0,0,0,NA
14,1816,6941,22,0,"INDIANA",13,0,3,"NOBLE  J.",0,0,0,NA
14,1816,7953,14,0,"PENNSYLVANIA",13,0,3,"ROBERTS  J.",0,0,0,NA
14,1816,8107,24,0,"OHIO",13,0,3,"RUGGLES  B.",0,0,0,NA
14,1816,8211,13,0,"NEW YORK",13,0,3,"SANFORD  N.",0,0,0,NA
14,1816,8694,48,0,"SOUTH CAROLINA",13,2,3,"SMITH  W.",0,0,0,NA
14,1816,8971,47,0,"NORTH CAROLINA",13,2,3,"STOKES  M.",0,0,0,NA
14,1816,9157,44,0,"GEORGIA",13,0,3,"TAIT  C.",0,0,0,NA
14,1816,9159,51,0,"KENTUCKY",13,0,3,"TALBOT  I.",0,0,0,NA
14,1816,9216,48,0,"SOUTH CAROLINA",13,1,3,"TAYLOR  J.",0,0,0,NA
14,1816,9233,22,0,"INDIANA",13,0,3,"TAYLOR  W.",0,0,0,NA
14,1816,9341,4,0,"NEW HAMPSHIRE",1,0,3,"THOMPSON",0,0,0,NA
14,1816,9378,6,0,"VERMONT",1,0,3,"TICHENOR",0,0,0,NA
14,1816,9482,44,0,"GEORGIA",13,2,3,"TROUP  G.M.",0,0,0,NA
14,1816,9517,47,0,"NORTH CAROLINA",13,1,3,"TURNER  J.",0,0,0,NA
14,1816,9650,3,0,"MASSACHUSETTS",13,0,3,"VARNUM  J.",0,0,0,NA
14,1816,9947,11,0,"DELAWARE",1,0,3,"WELLS  W.H.",0,0,0,NA
14,1816,10160,54,0,"TENNESSEE",13,2,3,"WILLIAMS",0,0,0,NA
14,1816,10235,12,0,"NEW JERSEY",13,0,3,"WILSON  J.",0,0,0,NA
14,1816,99872,99,0,"USA",13,NA,NA,"MADISON",0,0,0,NA
14,1817,271,3,0,"MASSACHUSETTS",1,2,3,"ASHMUN  E.",0,0,0,NA
14,1817,420,40,0,"VIRGINIA",13,0,3,"BARBOUR  J.",0,0,0,NA
14,1817,478,51,0,"KENTUCKY",13,1,3,"BARRY  W.T.",0,0,0,NA
14,1817,686,44,0,"GEORGIA",13,1,3,"BIBB  W.W.",0,0,0,NA
14,1817,1111,45,0,"LOUISIANA",13,0,3,"BROWN  J.",0,0,0,NA
14,1817,1448,54,0,"TENNESSEE",13,0,3,"CAMPBELL",0,0,0,NA
14,1817,1665,6,0,"VERMONT",13,0,3,"CHASE  D.",0,0,0,NA
14,1817,1974,12,0,"NEW JERSEY",13,0,3,"CONDIT  J.",0,0,0,NA
14,1817,2296,1,0,"CONNECTICUT",1,0,3,"DAGGETT  D.",0,0,0,NA
14,1817,2316,1,0,"CONNECTICUT",1,0,3,"DANA  S.W.",0,0,0,NA
14,1817,3377,45,0,"LOUISIANA",13,0,3,"FROMENTIN",0,0,0,NA
14,1817,3423,48,0,"SOUTH CAROLINA",13,0,3,"GAILLARD",0,0,0,NA
14,1817,3655,52,0,"MARYLAND",1,0,3,"GOLDSBOROUG",0,0,0,NA
14,1817,3705,3,0,"MASSACHUSETTS",1,1,3,"GORE  C.",0,0,0,NA
14,1817,4044,52,0,"MARYLAND",1,2,3,"HANSON",0,0,0,NA
14,1817,4054,51,0,"KENTUCKY",1,2,5,"HARDIN  M.",0,0,0,NA
14,1817,4090,52,0,"MARYLAND",1,1,3,"HARPER  R.",0,0,0,NA
14,1817,4586,11,0,"DELAWARE",1,0,3,"HORSEY  O.",0,0,0,NA
14,1817,4651,5,0,"RHODE ISLAND",13,0,3,"HOWELL  J.",0,0,0,NA
14,1817,4762,5,0,"RHODE ISLAND",1,0,3,"HUNTER  W.",0,0,0,NA
14,1817,5270,13,0,"NEW YORK",1,0,3,"KING  R.",0,0,0,NA
14,1817,5392,14,0,"PENNSYLVANIA",13,0,3,"LACOCK  A.",0,0,0,NA
14,1817,5895,47,0,"NORTH CAROLINA",13,2,3,"MACON",0,0,0,NA
14,1817,6050,40,0,"VIRGINIA",13,0,3,"MASON  A.T.",0,0,0,NA
14,1817,6054,4,0,"NEW HAMPSHIRE",1,0,3,"MASON  J.",0,0,0,NA
14,1817,6728,24,0,"OHIO",13,0,3,"MORROW  J.",0,0,0,NA
14,1817,6941,22,0,"INDIANA",13,0,3,"NOBLE  J.",0,0,0,NA
14,1817,7953,14,0,"PENNSYLVANIA",13,0,3,"ROBERTS  J.",0,0,0,NA
14,1817,8107,24,0,"OHIO",13,0,3,"RUGGLES  B.",0,0,0,NA
14,1817,8211,13,0,"NEW YORK",13,0,3,"SANFORD  N.",0,0,0,NA
14,1817,8694,48,0,"SOUTH CAROLINA",13,2,3,"SMITH  W.",0,0,0,NA
14,1817,8971,47,0,"NORTH CAROLINA",13,2,3,"STOKES  M.",0,0,0,NA
14,1817,9157,44,0,"GEORGIA",13,0,3,"TAIT  C.",0,0,0,NA
14,1817,9159,51,0,"KENTUCKY",13,0,3,"TALBOT  I.",0,0,0,NA
14,1817,9216,48,0,"SOUTH CAROLINA",13,1,3,"TAYLOR  J.",0,0,0,NA
14,1817,9233,22,0,"INDIANA",13,0,3,"TAYLOR  W.",0,0,0,NA
14,1817,9341,4,0,"NEW HAMPSHIRE",1,0,3,"THOMPSON",0,0,0,NA
14,1817,9378,6,0,"VERMONT",1,0,3,"TICHENOR",0,0,0,NA
14,1817,9482,44,0,"GEORGIA",13,2,3,"TROUP  G.M.",0,0,0,NA
14,1817,9517,47,0,"NORTH CAROLINA",13,1,3,"TURNER  J.",0,0,0,NA
14,1817,9650,3,0,"MASSACHUSETTS",13,0,3,"VARNUM  J.",0,0,0,NA
14,1817,9947,11,0,"DELAWARE",1,0,3,"WELLS  W.H.",0,0,0,NA
14,1817,10160,54,0,"TENNESSEE",13,2,3,"WILLIAMS",0,0,0,NA
14,1817,10235,12,0,"NEW JERSEY",13,0,3,"WILSON  J.",0,0,0,NA
14,1817,99872,99,0,"USA",13,NA,NA,"MADISON",0,0,0,NA
15,1817,271,3,0,"MASSACHUSETTS",1,1,3,"ASHMUN",0,0,0,NA
15,1817,420,40,0,"VIRGINIA",13,0,3,"BARBOUR  J.",0,0,0,NA
15,1817,1305,5,0,"RHODE ISLAND",1,0,3,"BURRILL  J.",0,0,0,NA
15,1817,1448,54,0,"TENNESSEE",13,1,3,"CAMPBELL G.",0,0,0,NA
15,1817,2181,51,0,"KENTUCKY",13,0,3,"CRITTENDEN",0,0,0,NA
15,1817,2296,1,0,"CONNECTICUT",1,0,3,"DAGGETT  D.",0,0,0,NA
15,1817,2316,1,0,"CONNECTICUT",1,0,3,"DANA",0,0,0,NA
15,1817,2561,12,0,"NEW JERSEY",13,0,3,"DICKERSON M",0,0,0,NA
15,1817,2828,54,0,"TENNESSEE",13,2,5,"EATON  J.H.",0,0,0,NA
15,1817,2871,21,0,"ILLINOIS",13,0,3,"EDWARDS  N.",0,0,0,NA
15,1817,2977,40,0,"VIRGINIA",13,0,3,"EPPES  J.W.",0,0,0,NA
15,1817,3173,6,0,"VERMONT",13,2,3,"FISK",0,0,0,NA
15,1817,3287,44,0,"GEORGIA",13,2,3,"FORSYTH",0,0,0,NA
15,1817,3377,45,0,"LOUISIANA",13,0,3,"FROMENTIN E",0,0,0,NA
15,1817,3423,48,0,"SOUTH CAROLINA",13,0,3,"GAILLARD J.",0,0,0,NA
15,1817,3655,52,0,"MARYLAND",1,0,3,"GOLDSBOROUG",0,0,0,NA
15,1817,4044,52,0,"MARYLAND",1,0,3,"HANSON",0,0,0,NA
15,1817,4586,11,0,"DELAWARE",1,0,3,"HORSEY  O.",0,0,0,NA
15,1817,4762,5,0,"RHODE ISLAND",1,0,3,"HUNTER  W.",0,0,0,NA
15,1817,4959,45,0,"LOUISIANA",13,2,3,"JOHNSON  H.",0,0,0,NA
15,1817,5270,13,0,"NEW YORK",1,0,3,"KING  R.",0,0,0,NA
15,1817,5392,14,0,"PENNSYLVANIA",13,0,3,"LACOCK  A.",0,0,0,NA
15,1817,5542,46,0,"MISSISSIPPI",13,0,3,"LEAKE  W.",0,0,0,NA
15,1817,5895,47,0,"NORTH CAROLINA",13,0,3,"MACON  N.",0,0,0,NA
15,1817,6410,3,0,"MASSACHUSETTS",1,2,3,"MELLEN  P.",0,0,0,NA
15,1817,6693,4,0,"NEW HAMPSHIRE",13,0,3,"MORRIL D.L.",0,0,0,NA
15,1817,6728,24,0,"OHIO",13,0,3,"MORROW  J.",0,0,0,NA
15,1817,6941,22,0,"INDIANA",13,0,3,"NOBLE  J.",0,0,0,NA
15,1817,7108,3,0,"MASSACHUSETTS",1,0,3,"OTIS  H.G.",0,0,0,NA
15,1817,7182,6,0,"VERMONT",13,3,3,"PALMER W.A.",0,0,0,NA
15,1817,7953,14,0,"PENNSYLVANIA",13,0,3,"ROBERTS  J.",0,0,0,NA
15,1817,8107,24,0,"OHIO",13,0,3,"RUGGLES  B.",0,0,0,NA
15,1817,8211,13,0,"NEW YORK",13,0,3,"SANFORD  N.",0,0,0,NA
15,1817,8694,48,0,"SOUTH CAROLINA",13,0,3,"SMITH  W.",0,0,0,NA
15,1817,8971,47,0,"NORTH CAROLINA",13,0,3,"STOKES  M.",0,0,0,NA
15,1817,8993,4,0,"NEW HAMPSHIRE",13,2,3,"STORER  C.",0,0,0,NA
15,1817,9157,44,0,"GEORGIA",13,0,3,"TAIT  C.",0,0,0,NA
15,1817,9159,51,0,"KENTUCKY",13,0,3,"TALBOT  I.",0,0,0,NA
15,1817,9233,22,0,"INDIANA",13,0,3,"TAYLOR  W.",0,0,0,NA
15,1817,9297,21,0,"ILLINOIS",13,0,3,"THOMAS J.B.",0,0,0,NA
15,1817,9378,6,0,"VERMONT",1,0,3,"TICHENOR I.",0,0,0,NA
15,1817,9482,44,0,"GEORGIA",13,1,3,"TROUP",0,0,0,NA
15,1817,9613,11,0,"DELAWARE",1,0,3,"VANDYKE  N.",0,0,0,NA
15,1817,10160,54,0,"TENNESSEE",13,0,3,"WILLIAMS J.",0,0,0,NA
15,1817,10182,46,0,"MISSISSIPPI",13,0,3,"WILLIAMS  T",0,0,0,NA
15,1817,10235,12,0,"NEW JERSEY",13,0,3,"WILSON J.J.",0,0,0,NA
15,1817,99873,99,0,"USA",13,NA,NA,"MONROE",0,0,0,NA
15,1818,271,3,0,"MASSACHUSETTS",1,1,3,"ASHMUN",0,0,0,NA
15,1818,420,40,0,"VIRGINIA",13,0,3,"BARBOUR  J.",0,0,0,NA
15,1818,1305,5,0,"RHODE ISLAND",1,0,3,"BURRILL  J.",0,0,0,NA
15,1818,1448,54,0,"TENNESSEE",13,1,3,"CAMPBELL G.",0,0,0,NA
15,1818,2181,51,0,"KENTUCKY",13,0,3,"CRITTENDEN",0,0,0,NA
15,1818,2296,1,0,"CONNECTICUT",1,0,3,"DAGGETT  D.",0,0,0,NA
15,1818,2316,1,0,"CONNECTICUT",1,0,3,"DANA",0,0,0,NA
15,1818,2561,12,0,"NEW JERSEY",13,0,3,"DICKERSON M",0,0,0,NA
15,1818,2828,54,0,"TENNESSEE",13,2,5,"EATON  J.H.",0,0,0,NA
15,1818,2871,21,0,"ILLINOIS",13,0,3,"EDWARDS  N.",0,0,0,NA
15,1818,2977,40,0,"VIRGINIA",13,0,3,"EPPES  J.W.",0,0,0,NA
15,1818,3173,6,0,"VERMONT",13,2,3,"FISK",0,0,0,NA
15,1818,3287,44,0,"GEORGIA",13,2,3,"FORSYTH",0,0,0,NA
15,1818,3377,45,0,"LOUISIANA",13,0,3,"FROMENTIN E",0,0,0,NA
15,1818,3423,48,0,"SOUTH CAROLINA",13,0,3,"GAILLARD J.",0,0,0,NA
15,1818,3655,52,0,"MARYLAND",1,0,3,"GOLDSBOROUG",0,0,0,NA
15,1818,4044,52,0,"MARYLAND",1,0,3,"HANSON",0,0,0,NA
15,1818,4586,11,0,"DELAWARE",1,0,3,"HORSEY  O.",0,0,0,NA
15,1818,4762,5,0,"RHODE ISLAND",1,0,3,"HUNTER  W.",0,0,0,NA
15,1818,4959,45,0,"LOUISIANA",13,2,3,"JOHNSON  H.",0,0,0,NA
15,1818,5270,13,0,"NEW YORK",1,0,3,"KING  R.",0,0,0,NA
15,1818,5392,14,0,"PENNSYLVANIA",13,0,3,"LACOCK  A.",0,0,0,NA
15,1818,5542,46,0,"MISSISSIPPI",13,0,3,"LEAKE  W.",0,0,0,NA
15,1818,5895,47,0,"NORTH CAROLINA",13,0,3,"MACON  N.",0,0,0,NA
15,1818,6410,3,0,"MASSACHUSETTS",1,2,3,"MELLEN  P.",0,0,0,NA
15,1818,6693,4,0,"NEW HAMPSHIRE",13,0,3,"MORRIL D.L.",0,0,0,NA
15,1818,6728,24,0,"OHIO",13,0,3,"MORROW  J.",0,0,0,NA
15,1818,6941,22,0,"INDIANA",13,0,3,"NOBLE  J.",0,0,0,NA
15,1818,7108,3,0,"MASSACHUSETTS",1,0,3,"OTIS  H.G.",0,0,0,NA
15,1818,7182,6,0,"VERMONT",13,3,3,"PALMER W.A.",0,0,0,NA
15,1818,7953,14,0,"PENNSYLVANIA",13,0,3,"ROBERTS  J.",0,0,0,NA
15,1818,8107,24,0,"OHIO",13,0,3,"RUGGLES  B.",0,0,0,NA
15,1818,8211,13,0,"NEW YORK",13,0,3,"SANFORD  N.",0,0,0,NA
15,1818,8694,48,0,"SOUTH CAROLINA",13,0,3,"SMITH  W.",0,0,0,NA
15,1818,8971,47,0,"NORTH CAROLINA",13,0,3,"STOKES  M.",0,0,0,NA
15,1818,8993,4,0,"NEW HAMPSHIRE",13,2,3,"STORER  C.",0,0,0,NA
15,1818,9157,44,0,"GEORGIA",13,0,3,"TAIT  C.",0,0,0,NA
15,1818,9159,51,0,"KENTUCKY",13,0,3,"TALBOT  I.",0,0,0,NA
15,1818,9233,22,0,"INDIANA",13,0,3,"TAYLOR  W.",0,0,0,NA
15,1818,9297,21,0,"ILLINOIS",13,0,3,"THOMAS J.B.",0,0,0,NA
15,1818,9378,6,0,"VERMONT",1,0,3,"TICHENOR I.",0,0,0,NA
15,1818,9482,44,0,"GEORGIA",13,1,3,"TROUP",0,0,0,NA
15,1818,9613,11,0,"DELAWARE",1,0,3,"VANDYKE  N.",0,0,0,NA
15,1818,10160,54,0,"TENNESSEE",13,0,3,"WILLIAMS J.",0,0,0,NA
15,1818,10182,46,0,"MISSISSIPPI",13,0,3,"WILLIAMS  T",0,0,0,NA
15,1818,10235,12,0,"NEW JERSEY",13,0,3,"WILSON J.J.",0,0,0,NA
15,1818,99873,99,0,"USA",13,NA,NA,"MONROE",0,0,0,NA
15,1819,271,3,0,"MASSACHUSETTS",1,1,3,"ASHMUN",0,0,0,NA
15,1819,420,40,0,"VIRGINIA",13,0,3,"BARBOUR  J.",0,0,0,NA
15,1819,1305,5,0,"RHODE ISLAND",1,0,3,"BURRILL  J.",0,0,0,NA
15,1819,1448,54,0,"TENNESSEE",13,1,3,"CAMPBELL G.",0,0,0,NA
15,1819,2181,51,0,"KENTUCKY",13,0,3,"CRITTENDEN",0,0,0,NA
15,1819,2296,1,0,"CONNECTICUT",1,0,3,"DAGGETT  D.",0,0,0,NA
15,1819,2316,1,0,"CONNECTICUT",1,0,3,"DANA",0,0,0,NA
15,1819,2561,12,0,"NEW JERSEY",13,0,3,"DICKERSON M",0,0,0,NA
15,1819,2828,54,0,"TENNESSEE",13,2,5,"EATON  J.H.",0,0,0,NA
15,1819,2871,21,0,"ILLINOIS",13,0,3,"EDWARDS  N.",0,0,0,NA
15,1819,2977,40,0,"VIRGINIA",13,0,3,"EPPES  J.W.",0,0,0,NA
15,1819,3173,6,0,"VERMONT",13,2,3,"FISK",0,0,0,NA
15,1819,3287,44,0,"GEORGIA",13,2,3,"FORSYTH",0,0,0,NA
15,1819,3377,45,0,"LOUISIANA",13,0,3,"FROMENTIN E",0,0,0,NA
15,1819,3423,48,0,"SOUTH CAROLINA",13,0,3,"GAILLARD J.",0,0,0,NA
15,1819,3655,52,0,"MARYLAND",1,0,3,"GOLDSBOROUG",0,0,0,NA
15,1819,4044,52,0,"MARYLAND",1,0,3,"HANSON",0,0,0,NA
15,1819,4586,11,0,"DELAWARE",1,0,3,"HORSEY  O.",0,0,0,NA
15,1819,4762,5,0,"RHODE ISLAND",1,0,3,"HUNTER  W.",0,0,0,NA
15,1819,4959,45,0,"LOUISIANA",13,2,3,"JOHNSON  H.",0,0,0,NA
15,1819,5270,13,0,"NEW YORK",1,0,3,"KING  R.",0,0,0,NA
15,1819,5392,14,0,"PENNSYLVANIA",13,0,3,"LACOCK  A.",0,0,0,NA
15,1819,5542,46,0,"MISSISSIPPI",13,0,3,"LEAKE  W.",0,0,0,NA
15,1819,5895,47,0,"NORTH CAROLINA",13,0,3,"MACON  N.",0,0,0,NA
15,1819,6410,3,0,"MASSACHUSETTS",1,2,3,"MELLEN  P.",0,0,0,NA
15,1819,6693,4,0,"NEW HAMPSHIRE",13,0,3,"MORRIL D.L.",0,0,0,NA
15,1819,6728,24,0,"OHIO",13,0,3,"MORROW  J.",0,0,0,NA
15,1819,6941,22,0,"INDIANA",13,0,3,"NOBLE  J.",0,0,0,NA
15,1819,7108,3,0,"MASSACHUSETTS",1,0,3,"OTIS  H.G.",0,0,0,NA
15,1819,7182,6,0,"VERMONT",13,3,3,"PALMER W.A.",0,0,0,NA
15,1819,7953,14,0,"PENNSYLVANIA",13,0,3,"ROBERTS  J.",0,0,0,NA
15,1819,8107,24,0,"OHIO",13,0,3,"RUGGLES  B.",0,0,0,NA
15,1819,8211,13,0,"NEW YORK",13,0,3,"SANFORD  N.",0,0,0,NA
15,1819,8694,48,0,"SOUTH CAROLINA",13,0,3,"SMITH  W.",0,0,0,NA
15,1819,8971,47,0,"NORTH CAROLINA",13,0,3,"STOKES  M.",0,0,0,NA
15,1819,8993,4,0,"NEW HAMPSHIRE",13,2,3,"STORER  C.",0,0,0,NA
15,1819,9157,44,0,"GEORGIA",13,0,3,"TAIT  C.",0,0,0,NA
15,1819,9159,51,0,"KENTUCKY",13,0,3,"TALBOT  I.",0,0,0,NA
15,1819,9233,22,0,"INDIANA",13,0,3,"TAYLOR  W.",0,0,0,NA
15,1819,9297,21,0,"ILLINOIS",13,0,3,"THOMAS J.B.",0,0,0,NA
15,1819,9378,6,0,"VERMONT",1,0,3,"TICHENOR I.",0,0,0,NA
15,1819,9482,44,0,"GEORGIA",13,1,3,"TROUP",0,0,0,NA
15,1819,9613,11,0,"DELAWARE",1,0,3,"VANDYKE  N.",0,0,0,NA
15,1819,10160,54,0,"TENNESSEE",13,0,3,"WILLIAMS J.",0,0,0,NA
15,1819,10182,46,0,"MISSISSIPPI",13,0,3,"WILLIAMS  T",0,0,0,NA
15,1819,10235,12,0,"NEW JERSEY",13,0,3,"WILSON J.J.",0,0,0,NA
15,1819,99873,99,0,"USA",13,NA,NA,"MONROE",0,0,0,NA
16,1820,420,40,0,"VIRGINIA",13,0,3,"BARBOUR  J.",0,0,0,NA
16,1820,1111,45,0,"LOUISIANA",13,0,3,"BROWN  J.",0,0,0,NA
16,1820,1305,5,0,"RHODE ISLAND",1,1,3,"BURRILL  J.",0,0,0,NA
16,1820,1635,2,0,"MAINE",13,0,3,"CHANDLER",0,0,0,NA
16,1820,2316,1,0,"CONNECTICUT",1,0,3,"DANA  S.W.",0,0,0,NA
16,1820,2561,12,0,"NEW JERSEY",13,0,3,"DICKERSON",0,0,0,NA
16,1820,2828,54,0,"TENNESSEE",13,0,3,"EATON  J.H.",0,0,0,NA
16,1820,2871,21,0,"ILLINOIS",13,0,3,"EDWARDS  N.",0,0,0,NA
16,1820,2913,44,0,"GEORGIA",13,0,3,"ELLIOTT  J.",0,0,0,NA
